station,latitude [degree],longitude [degree],height of station ground above mean sea level [m]
78336,21.55,-80.10,1140
78337,21.47,-79.59,54
78338,22.49,-80.05,22
78339,22.31,-78.27,2
78340,23.02,-81.55,80
78341,21.43,-79.13,30
78342,21.55,-80.01,771
78343,22.26,-79.59,116
78344,21.55,-80.10,42
78345,21.37,-78.51,1
78346,21.47,-78.47,26
78347,22.09,-78.45,16
78348,22.31,-79.27,6
78349,21.56,-79.27,97
78350,21.31,-78.14,58
78351,20.43,-78.00,2
78352,21.51,-78.07,31
78353,21.32,-77.15,4
78354,21.08,-77.19,96
78355,21.24,-77.51,122
78357,20.57,-76.57,106
78358,21.12,-76.37,13
78359,20.20,-77.08,10
78360,19.51,-77.14,10
78361,20.40,-76.54,12
78362,20.56,-76.32,105
78363,20.17,-76.15,100
78364,20.03,-75.49,38
78365,21.04,-75.37,4
78366,20.02,-75.38,1226
78367,19.54,-75.08,23
78368,20.08,-75.14,55
78369,20.15,-74.09,10
78370,20.40,-75.47,20
78371,20.29,-75.48,646
78373,22.58,-82.23,78
78374,23.01,-82.08,120
78375,22.46,-82.08,25
78376,22.58,-82.32,65
78377,20.19,-76.53,30
78378,21.05,-76.18,35
78379,19.55,-77.25,900
78384,19.18,-81.21,3
78388,18.30,-77.55,8
78397,17.56,-76.47,14
78399,17.55,-76.11,2
78409,19.45,-72.11,3
78437,18.36,-72.17,15
78439,18.34,-72.18,34
78447,18.11,-73.44,2
78451,19.53,-71.39,2
78458,19.45,-70.33,5
78460,19.27,-70.42,183
78464,19.38,-69.53,14
78466,19.12,-69.27,42
78467,19.03,-69.23,10
78470,18.49,-71.18,435
78473,18.45,-69.38,76
78479,18.34,-68.22,12
78480,18.20,-71.51,56
78482,18.12,-71.06,3
78484,18.28,-69.58,65
78485,18.26,-69.40,18
78486,18.26,-69.53,14
78488,18.27,-68.55,94
78501,17.24,-83.56,11
78526,18.26,-66.00,4
78543,18.20,-64.58,67
78550,18.27,-64.32,4
78551,17.42,-64.48,13
78583,17.32,-88.18,5
78615,16.55,-89.53,115
78625,16.19,-89.25,500
78627,15.19,-91.28,1901
78637,15.43,-88.36,1
78639,14.32,-91.40,239
78641,14.35,-90.31,1489
78647,13.55,-90.49,2
78650,13.35,-89.50,12
78655,13.59,-89.33,656
78663,13.42,-89.07,617
78666,13.26,-89.04,21
78670,13.26,-88.10,117
78672,13.19,-87.49,10
78701,16.28,-85.55,2
78703,16.19,-86.31,5
78705,15.44,-86.52,26
78706,15.43,-87.29,3
78707,15.10,-87.07,670
78708,15.27,-87.56,31
78711,15.13,-83.48,13
78714,14.54,-85.56,442
78717,14.47,-88.47,1079
78718,14.26,-89.11,626
78719,14.19,-88.09,1674
78720,14.03,-87.13,1007
78724,13.19,-87.09,57
78728,12.54,-86.11,465
78729,13.22,-86.24,560
78730,14.04,-83.38,20
78731,11.43,-86.03,95
78732,11.54,-86.09,450
78733,11.25,-85.50,70
78734,13.05,-85.59,1032
78735,12.06,-85.22,90
78736,12.33,-86.59,80
78737,12.27,-86.52,110
78738,12.31,-87.12,10
78739,12.38,-87.08,60
78740,13.37,-86.28,612
78741,12.09,-86.10,56
78742,12.15,-86.33,76
78743,12.46,-85.38,320
78744,11.08,-84.47,40
78745,12.00,-83.46,5
78760,9.58,-84.50,3
78762,9.59,-84.11,908
78764,9.57,-84.08,997
78767,9.58,-83.01,3
78774,10.36,-85.32,80
78789,9.15,-78.02,2
78792,9.03,-79.22,45
78793,8.24,-82.25,26
78795,8.05,-80.57,88
78846,18.12,-63.03,29
78850,16.47,-62.12,167
78857,17.17,-62.44,9
78858,17.18,-62.43,67
78859,17.13,-62.36,17
78862,17.07,-61.47,10
78866,18.02,-63.07,4
78871,17.39,-63.13,32
78873,17.30,-62.59,37
78890,16.20,-61.00,27
78894,17.54,-62.51,45
78897,16.16,-61.31,8
78905,15.32,-61.18,16
78906,15.20,-61.23,5
78922,14.46,-60.53,39
78925,14.36,-61.00,8
78947,14.01,-61.00,2
78948,13.45,-60.57,10
78951,13.08,-61.12,13
78955,13.09,-59.37,113
78958,12.00,-61.47,7
78962,11.09,-60.50,6
78969,10.38,-61.30,3
78970,10.37,-61.21,15
78982,12.30,-70.01,5
78988,12.12,-68.58,9
78990,12.08,-68.17,3
80001,12.35,-81.43,6
80002,13.22,-81.21,6
80009,11.08,-74.14,14
80022,10.27,-75.31,12
80028,10.53,-74.47,30
80035,11.32,-72.56,4
80036,10.26,-73.15,138
80044,9.20,-75.17,86
80048,9.16,-74.49,18
80063,8.49,-75.51,26
80074,9.04,-73.59,34
80077,8.19,-73.22,1435
80084,7.49,-76.42,20
80091,7.01,-73.48,134
80094,7.06,-73.12,1189
80097,7.56,-72.31,317
80099,7.04,-70.44,128
80110,6.13,-75.36,1499
80112,6.08,-75.26,2142
80132,6.27,-71.45,350
80139,6.10,-67.30,55
80143,5.05,-76.42,72
80144,5.43,-76.37,53
80149,5.02,-75.28,2080
80175,5.26,-71.39,217
80210,4.49,-75.44,1342
80211,4.30,-75.43,1219
80214,4.26,-75.09,928
80219,4.17,-74.48,293
80222,4.42,-74.09,2546
80234,4.10,-73.37,431
80241,4.33,-70.55,167
80252,3.51,-76.58,15
80259,3.33,-76.23,969
80300,2.35,-77.54,54
80315,2.58,-75.18,443
80318,2.09,-74.48,300
80322,2.34,-72.38,155
80336,1.49,-78.45,6
80346,1.52,-76.03,1320
80354,1.36,-75.32,244
80370,0.49,-77.38,2691
80372,0.30,-76.30,254
80398,-4.10,-69.57,84
80400,15.42,-63.38,8
80403,11.25,-69.41,17
80405,11.48,-66.11,3
80407,10.34,-71.44,65
80410,10.04,-69.19,614
80412,10.30,-68.00,2
80413,10.15,-67.39,437
80415,10.36,-66.59,48
80416,10.30,-66.53,835
80419,10.07,-64.41,7
80420,10.27,-64.11,4
80421,10.55,-63.58,19
80422,10.40,-63.15,10
80423,10.35,-62.19,14
80425,9.49,-70.56,28
80426,9.21,-70.37,582
80427,9.33,-69.14,225
80428,9.01,-69.44,163
80431,9.55,-67.20,429
80432,9.25,-66.55,161
80434,9.13,-66.01,125
80435,9.45,-63.11,66
80437,8.38,-71.39,103
80438,8.36,-71.11,1498
80440,8.37,-70.13,204
80442,8.56,-67.25,101
80444,8.09,-63.33,48
80447,7.51,-72.27,378
80448,7.14,-70.48,131
80450,7.54,-67.25,48
80453,7.18,-61.27,181
80457,5.36,-67.30,74
80462,4.36,-61.07,907
80472,10.10,-67.56,431
80475,7.35,-72.04,327
80476,10.31,-71.39,26
80478,9.01,-62.37,30
80479,10.18,-68.14,1000
81001,6.48,-58.09,2
81002,6.30,-58.15,30
81003,6.34,-58.08,1
81005,5.53,-60.30,495
81006,3.22,-59.48,82
81010,5.34,-57.47,29
81058,6.15,-57.18,1
81080,5.11,-59.29,439
81100,8.12,-59.47,50
81200,5.49,-55.11,7
81202,5.57,-57.02,2
81209,4.21,-54.25,52
81225,5.27,-55.12,15
81250,3.47,-56.09,323
81251,2.02,-56.07,265
81253,3.22,-57.20,165
81260,4.24,-57.13,80
81401,5.29,-54.02,5
81405,4.49,-52.22,9
81408,3.53,-51.48,7
81415,3.38,-54.02,107
81609,3.49,-51.52,21
81615,2.48,-60.39,96
81628,1.30,-50.55,23
81637,0.42,-51.26,79
81648,-0.59,-62.55,19
81658,-0.49,-48.31,13
81660,-0.37,-47.21,23
81680,-1.25,-48.26,26
81682,-1.18,-47.57,67
81685,-1.03,-46.47,35
81687,-1.40,-45.22,43
81699,-2.03,-60.02,94
81700,-2.26,-59.34,61
81702,-2.32,-57.45,19
81703,-2.38,-56.45,37
81710,-2.15,-49.30,24
81711,-2.36,-48.22,40
81715,-2.32,-44.13,58
81716,-2.16,-43.37,10
81717,-2.36,-42.42,2
81729,-3.18,-60.38,21
81730,-3.08,-59.57,69
81732,-3.35,-59.08,30
81733,-3.08,-58.29,39
81734,-3.24,-57.40,37
81737,-3.52,-54.13,98
81739,-3.31,-52.58,253
81742,-3.51,-50.38,110
81743,-3.49,-49.40,150
81745,-3.01,-47.21,103
81749,-3.45,-43.21,93
81751,-3.54,-42.16,67
81752,-3.04,-41.47,59
81754,-3.45,-40.21,66
81755,-3.07,-40.05,78
81756,-3.29,-39.35,104
81758,-3.48,-38.32,43
81770,-4.06,-63.09,45
81774,-6.50,-38.19,236
81778,-4.17,-56.00,15
81784,-4.15,-49.56,115
81786,-4.47,-48.04,223
81788,-4.19,-46.27,177
81790,-4.15,-44.48,30
81792,-4.49,-43.21,78
81794,-4.17,-41.48,163
81797,-4.16,-38.56,872
81798,-4.47,-37.47,14
81820,-5.10,-49.23,118
81821,-5.39,-48.07,119
81822,-5.33,-47.28,128
81823,-5.49,-46.10,232
81825,-5.30,-45.14,155
81827,-5.02,-42.48,76
81828,-5.55,-42.43,289
81829,-5.21,-41.31,288
81830,-5.11,-40.40,293
81831,-5.10,-39.17,220
81832,-5.08,-38.21,45
81833,-5.54,-38.38,186
81834,-5.05,-37.22,38
81835,-5.38,-37.50,152
81836,-5.07,-36.43,6
81838,-5.10,-35.29,19
81839,-5.50,-35.12,67
81846,-8.27,-43.52,272
81847,-8.07,-42.59,310
81848,-8.22,-42.15,237
81860,-6.05,-50.09,721
81863,-6.39,-47.25,182
81866,-6.02,-44.14,181
81868,-6.46,-43.01,125
81869,-6.58,-42.09,158
81870,-6.24,-41.44,303
81872,-6.01,-40.17,417
81873,-6.24,-39.16,235
81875,-6.28,-37.05,172
81876,-6.14,-36.02,239
81877,-6.58,-35.41,576
81878,-6.37,-35.08,138
81888,-7.16,-64.47,66
81890,-7.33,-63.04,74
81893,-7.12,-59.53,170
81900,-7.16,-48.12,228
81901,-7.20,-47.28,194
81903,-7.27,-46.02,256
81905,-7.28,-44.21,395
81908,-7.04,-41.24,235
81909,-7.05,-40.22,574
81910,-7.32,-40.02,466
81911,-7.18,-39.16,411
81912,-7.57,-38.18,463
81913,-7.05,-37.16,282
81914,-7.54,-37.07,607
81915,-7.29,-36.17,438
81916,-7.14,-35.54,550
81917,-7.51,-35.47,420
81918,-7.09,-34.51,46
81921,-8.16,-72.45,206
81922,-8.57,-72.47,232
81924,-8.09,-70.21,165
81927,-8.47,-67.20,113
81932,-8.48,-63.51,100
81940,-8.17,-49.16,182
81941,-8.58,-48.11,191
81950,-8.08,-41.09,376
81951,-8.30,-39.19,344
81953,-8.26,-37.05,682
81954,-8.31,-37.43,450
81955,-8.54,-36.30,824
81956,-8.14,-35.59,552
81957,-8.40,-35.34,182
81958,-8.03,-34.57,12
81963,-9.22,-69.56,208
81965,-9.57,-68.10,222
81970,-9.57,-62.58,142
81975,-9.54,-58.34,263
81976,-9.34,-57.24,222
81977,-10.04,-56.45,296
81978,-9.58,-55.50,302
81979,-9.57,-54.53,322
81982,-9.20,-50.21,170
81985,-9.06,-45.56,283
81986,-9.52,-45.21,427
81987,-9.05,-44.20,299
81988,-9.17,-43.19,525
81989,-9.02,-42.42,404
81990,-9.37,-42.05,403
81991,-9.23,-40.48,372
81992,-9.50,-39.30,455
81993,-9.22,-38.13,254
81994,-9.46,-37.27,21
81995,-9.25,-36.37,277
81996,-9.48,-36.37,243
81997,-9.17,-35.34,21
81998,-9.33,-35.46,66
82022,2.50,-60.42,140
82024,2.49,-60.39,90
82042,1.50,-61.08,95
82067,0.37,-69.12,120
82094,0.46,-50.06,4
82096,0.31,-50.25,3
82098,0.02,-51.03,15
82099,0.03,-51.04,17
82106,-0.08,-67.05,90
82113,-0.59,-62.55,40
82141,-0.43,-48.33,11
82143,-0.37,-47.23,14
82145,-1.05,-46.56,36
82178,-1.55,-55.31,37
82181,-2.00,-54.05,146
82184,-1.44,-52.14,16
82188,-1.41,-50.29,15
82191,-1.27,-48.28,10
82193,-1.23,-48.29,16
82198,-1.43,-45.24,44
82212,-2.32,-66.10,56
82240,-2.38,-56.44,29
82244,-2.26,-54.43,72
82246,-2.38,-54.57,176
82263,-2.15,-49.30,24
82277,-2.16,-43.37,8
82280,-2.32,-44.18,51
82281,-2.36,-44.14,53
82287,-3.05,-41.47,22
82288,-2.55,-41.45,5
82294,-2.53,-40.08,16
82317,-3.22,-64.42,47
82326,-3.50,-62.05,49
82331,-3.08,-60.01,72
82332,-3.09,-59.59,84
82333,-3.02,-60.03,85
82336,-3.08,-58.26,40
82353,-3.12,-52.12,74
82361,-3.43,-49.43,40
82376,-3.43,-45.32,46
82382,-3.44,-43.21,103
82392,-3.42,-40.21,83
82397,-3.46,-38.36,26
82398,-3.47,-38.32,25
82400,-3.51,-32.25,56
82410,-4.23,-70.02,65
82411,-4.15,-69.56,81
82425,-4.05,-63.08,46
82444,-4.14,-56.00,33
82445,-4.16,-55.59,45
82460,-4.15,-44.47,25
82476,-4.52,-43.21,103
82480,-4.16,-41.47,161
82487,-4.17,-39.00,870
82493,-4.47,-37.46,12
82533,-5.49,-61.18,50
82562,-5.21,-49.09,95
82564,-5.32,-47.30,123
82565,-5.32,-47.27,131
82568,-5.48,-46.27,163
82571,-5.30,-45.16,153
82578,-5.05,-42.49,74
82579,-5.03,-42.49,69
82583,-5.10,-40.40,299
82586,-5.12,-39.18,212
82588,-5.05,-38.23,44
82590,-5.39,-37.48,65
82594,-5.07,-36.38,6
82595,-5.10,-35.29,14
82596,-5.39,-35.25,61
82598,-5.46,-35.12,45
82599,-5.55,-35.15,52
82610,-6.40,-69.52,104
82640,-6.16,-57.44,98
82668,-6.38,-51.59,150
82669,-5.57,-42.07,184
82676,-6.02,-44.14,180
82678,-6.46,-43.01,127
82683,-6.00,-40.25,339
82686,-6.22,-39.18,217
82689,-6.45,-38.13,233
82690,-6.28,-37.05,170
82691,-6.07,-36.49,324
82693,-6.26,-36.35,226
82696,-6.58,-35.41,575
82704,-7.38,-72.40,170
82723,-7.15,-64.50,60
82753,-7.54,-40.03,459
82764,-7.19,-47.28,183
82765,-7.20,-47.28,193
82768,-7.32,-46.02,259
82777,-7.00,-40.23,583
82780,-7.04,-41.29,208
82784,-7.19,-39.18,409
82789,-7.51,-38.08,1020
82791,-7.01,-37.16,249
82792,-7.53,-37.04,599
82795,-7.13,-35.53,548
82796,-7.16,-35.53,500
82797,-7.50,-35.43,418
82798,-7.06,-34.52,7
82800,-7.07,-34.57,65
82807,-8.10,-70.46,190
82824,-8.46,-63.55,102
82825,-8.46,-63.55,95
82861,-8.15,-49.17,157
82862,-8.20,-49.18,194
82863,-8.58,-48.11,187
82879,-8.21,-42.15,235
82882,-8.08,-41.08,375
82886,-8.31,-39.20,341
82890,-8.25,-37.05,681
82893,-8.53,-36.31,822
82899,-8.04,-34.51,19
82900,-8.03,-34.55,7
82915,-9.58,-67.48,160
82917,-10.00,-67.48,143
82965,-9.52,-56.06,288
82970,-9.07,-45.57,285
82975,-9.04,-44.22,331
82976,-9.17,-43.20,523
82979,-9.38,-42.06,401
82983,-9.23,-40.29,370
82984,-9.21,-40.33,375
82986,-9.24,-38.13,253
82989,-9.17,-37.54,605
82990,-9.45,-37.26,19
82992,-9.27,-36.42,275
82993,-9.31,-35.47,117
82994,-9.40,-35.42,65
82996,-9.11,-35.26,50
83011,-25.24,-49.14,932
83033,-10.11,-48.18,280
83036,-23.48,-45.24,5
83054,-22.59,-43.22,3
83063,-10.42,-48.24,265
83064,-10.43,-48.35,239
83065,-10.17,-48.21,240
83075,-23.26,-46.28,735
83076,-11.01,-44.31,450
83088,-10.28,-40.11,558
83090,-10.26,-39.18,464
83095,-10.59,-37.04,9
83096,-10.55,-37.03,5
83097,-10.12,-36.52,19
83115,-22.56,-43.43,3
83179,-11.05,-43.10,402
83182,-11.18,-41.52,747
83184,-11.13,-41.13,1005
83186,-11.11,-40.28,484
83190,-11.38,-38.58,359
83192,-11.05,-38.31,145
83195,-11.07,-37.49,208
83208,-12.42,-60.06,612
83214,-10.15,-54.55,285
83221,-12.11,-38.58,230
83222,-12.40,-39.05,225
83228,-12.03,-48.32,250
83229,-13.01,-38.31,51
83231,-12.33,-47.50,255
83235,-12.24,-46.26,604
83236,-12.09,-45.00,439
83242,-12.34,-41.23,439
83244,-12.33,-40.26,249
83248,-12.54,-38.20,6
83249,-12.17,-38.33,131
83264,-12.12,-56.30,415
83267,-13.26,-56.43,350
83270,-13.30,-52.30,430
83286,-13.28,-44.46,587
83288,-13.16,-43.25,440
83289,-13.16,-43.25,439
83292,-13.49,-41.18,531
83295,-13.22,-39.57,755
83309,-14.24,-56.27,286
83319,-14.42,-52.21,316
83332,-14.06,-46.22,825
83334,-14.56,-46.15,840
83338,-14.58,-42.49,569
83339,-14.03,-42.37,882
83344,-14.57,-40.53,874
83348,-14.48,-39.04,60
83349,-14.49,-39.02,4
83358,-15.50,-54.23,450
83359,-15.52,-52.23,350
83361,-15.33,-56.07,151
83362,-15.39,-56.06,187
83364,-15.47,-56.04,140
83368,-15.54,-52.14,345
83374,-15.55,-50.08,512
83376,-15.51,-48.58,730
83377,-15.47,-47.56,1159
83378,-15.52,-47.56,1061
83379,-15.32,-47.20,912
83383,-15.37,-46.25,600
83384,-15.54,-46.03,519
83386,-15.26,-44.22,473
83388,-15.05,-42.45,603
83389,-15.03,-44.01,452
83393,-16.00,-41.17,648
83395,-15.47,-43.18,516
83398,-15.40,-38.57,5
83405,-16.03,-57.41,118
83408,-14.10,-43.55,556
83410,-16.27,-54.34,284
83419,-16.14,-48.58,1137
83423,-16.40,-49.15,741
83424,-16.38,-49.13,747
83428,-16.22,-46.33,460
83437,-16.43,-43.52,646
83441,-16.11,-42.17,472
83442,-16.52,-42.04,284
83446,-16.44,-39.33,194
83460,-16.26,-39.04,51
83464,-17.53,-51.43,662
83470,-17.55,-50.55,727
83479,-17.13,-46.52,711
83481,-17.42,-46.10,760
83483,-17.20,-44.57,505
83488,-17.51,-42.51,1097
83492,-17.51,-41.31,356
83497,-17.38,-39.15,4
83498,-17.44,-39.15,3
83499,-17.58,-38.42,38
83512,-18.30,-54.46,287
83513,-18.59,-56.39,89
83514,-18.41,-49.34,620
83521,-18.58,-49.31,560
83522,-17.43,-48.10,752
83525,-18.53,-48.13,943
83526,-18.11,-47.57,840
83531,-18.36,-46.31,940
83536,-18.46,-44.26,616
83538,-18.15,-43.36,1297
83543,-18.51,-41.56,277
83550,-18.42,-39.51,25
83552,-19.05,-57.30,130
83554,-19.00,-57.40,142
83565,-19.42,-51.11,331
83566,-19.37,-43.58,828
83570,-19.13,-45.00,691
83574,-20.02,-48.56,543
83576,-19.45,-47.58,807
83577,-19.45,-47.55,743
83579,-19.34,-46.56,1004
83582,-20.00,-45.59,661
83583,-19.51,-43.57,785
83586,-19.28,-44.15,732
83587,-19.56,-43.56,850
83589,-19.02,-43.26,675
83592,-19.48,-42.09,609
83595,-19.29,-41.04,83
83597,-19.24,-40.04,28
83611,-20.27,-54.37,530
83612,-20.28,-54.40,567
83616,-22.10,-51.25,450
83617,-20.48,-51.34,356
83618,-20.47,-51.42,313
83623,-20.25,-49.59,503
83630,-20.33,-47.26,1026
83635,-20.10,-44.52,788
83637,-20.41,-44.49,966
83639,-20.31,-41.52,843
83642,-20.45,-42.51,690
83646,-20.51,-41.06,77
83648,-20.19,-40.20,36
83649,-20.16,-40.17,4
83650,-20.30,-29.19,5
83652,-21.08,-47.46,549
83659,-22.14,-54.49,452
83660,-23.03,-43.36,16
83663,-22.53,-43.02,2
83668,-21.11,-47.48,621
83669,-21.29,-47.33,617
83671,-21.59,-47.20,598
83676,-21.08,-48.58,536
83683,-21.40,-45.55,873
83687,-21.14,-45.00,919
83689,-21.15,-43.46,1171
83692,-21.46,-43.21,939
83695,-21.12,-41.53,123
83698,-21.45,-41.20,11
83700,-22.03,-41.03,4
83702,-22.32,-55.42,650
83703,-22.33,-55.42,660
83704,-22.19,-53.56,369
83708,-22.47,-45.12,537
83714,-22.44,-45.35,1579
83716,-22.07,-51.23,436
83718,-22.02,-42.22,485
83721,-23.00,-47.08,661
83722,-22.20,-49.03,615
83726,-22.01,-47.53,856
83729,-22.54,-47.05,669
83738,-22.29,-44.28,440
83743,-22.55,-43.10,5
83744,-23.04,-43.09,75
83746,-22.49,-43.15,6
83748,-22.52,-43.23,34
83749,-22.20,-41.45,2
83755,-22.54,-43.10,3
83757,-22.38,-43.54,545
83766,-23.23,-51.11,566
83767,-23.25,-51.57,542
83768,-23.20,-51.08,569
83769,-23.09,-49.58,471
83773,-23.06,-48.55,793
83774,-23.57,-48.53,647
83775,-24.05,-54.15,230
83778,-23.26,-46.28,750
83779,-23.30,-46.38,722
83780,-23.37,-46.39,803
83781,-23.30,-46.37,792
83782,-23.56,-46.19,14
83784,-23.01,-45.34,577
83786,-23.27,-45.04,8
83787,-24.03,-46.16,101
83788,-23.01,-44.19,2
83811,-24.24,-50.50,808
83813,-24.47,-50.00,1009
83814,-24.15,-49.42,923
83818,-23.56,-46.18,3
83821,-24.43,-47.33,3
83827,-25.31,-54.35,180
83829,-23.13,-45.52,646
83831,-25.20,-54.15,290
83840,-25.31,-49.10,908
83842,-25.25,-49.16,924
83844,-25.31,-48.31,5
83851,-23.29,-47.26,645
83864,-26.14,-51.04,778
83867,-26.06,-49.48,824
83872,-26.54,-49.13,68
83881,-27.11,-53.14,247
83883,-27.07,-52.37,679
83887,-27.24,-51.12,947
83891,-27.49,-50.20,937
83895,-27.18,-48.21,20
83897,-27.35,-48.34,2
83899,-27.40,-48.33,5
83905,-26.13,-48.47,4
83907,-28.24,-55.01,245
83912,-28.38,-53.36,464
83914,-28.15,-52.24,684
83916,-28.25,-51.35,806
83918,-28.33,-50.52,955
83919,-28.40,-50.26,1048
83920,-28.17,-49.55,1402
83925,-28.36,-48.49,45
83927,-29.45,-57.05,62
83928,-29.47,-57.02,74
83936,-29.42,-53.42,95
83937,-29.43,-53.42,85
83941,-29.15,-51.31,619
83942,-29.10,-51.12,759
83948,-29.20,-49.44,31
83952,-29.56,-51.08,9
83953,-30.53,-55.32,231
83964,-30.32,-52.31,428
83967,-30.01,-51.13,47
83970,-31.15,-50.54,5
83971,-30.00,-51.11,3
83980,-31.20,-54.06,242
83981,-31.21,-54.07,180
83985,-31.47,-52.25,13
83995,-32.01,-52.05,2
83997,-33.31,-53.21,24
83998,-33.45,-53.22,13
84001,-0.27,-90.16,63
84008,-0.54,-89.36,6
84010,-0.55,-89.37,18
84018,0.59,-79.38,10
84027,0.49,-77.42,2941
84036,0.36,-77.50,2860
84043,0.20,-78.08,2227
84045,0.15,-78.24,3185
84050,0.01,-79.23,360
84056,0.01,-78.15,2790
84063,0.06,-76.52,299
84069,-0.15,-79.13,522
84071,-0.08,-78.29,2805
84072,-0.30,-79.21,2812
84076,-0.14,-78.22,2480
84088,-0.22,-78.33,3058
84099,-0.28,-76.59,254
84101,-0.36,-80.24,3
84105,-0.29,-79.20,260
84117,-0.57,-80.41,15
84123,-0.54,-78.37,2805
84132,-0.55,-75.24,205
84135,-1.02,-80.28,60
84137,-1.03,-80.28,40
84140,-1.04,-79.30,120
84143,-1.01,-78.36,2628
84147,-1.13,-78.34,2591
84149,-0.59,-77.49,520
84160,-1.22,-78.36,2940
84163,-1.30,-78.04,1056
84176,-1.39,-78.39,2787
84179,-1.30,-77.57,960
84200,-2.12,-80.59,6
84202,-2.07,-79.36,13
84203,-2.09,-79.53,6
84204,-2.12,-79.53,6
84217,-2.18,-78.07,1043
84226,-2.33,-78.51,3083
84239,-2.53,-78.59,2532
84252,-3.26,-79.59,7
84265,-4.00,-79.22,1237
84270,-4.02,-79.12,2130
84370,-3.33,-80.23,27
84377,-3.47,-73.18,126
84390,-4.34,-81.15,90
84401,-5.12,-80.36,55
84425,-5.53,-76.07,184
84440,-6.04,-77.09,789
84444,-6.12,-77.51,2540
84452,-6.47,-79.49,30
84455,-6.30,-76.22,282
84472,-7.08,-78.29,2622
84474,-7.10,-76.43,363
84501,-8.05,-79.06,30
84515,-8.22,-74.34,149
84531,-9.08,-78.31,27
84534,-9.17,-76.00,665
84542,-9.21,-77.36,2760
84564,-9.52,-76.12,1860
84593,-10.43,-73.46,275
84628,-12.01,-77.07,13
84658,-12.36,-69.13,201
84673,-13.09,-74.12,2741
84686,-13.32,-71.56,3249
84688,-13.42,-73.21,3445
84691,-13.44,-76.13,7
84720,-14.51,-74.57,567
84735,-15.28,-70.09,3827
84752,-16.20,-71.34,2539
84773,-17.41,-71.21,9
84782,-18.03,-70.16,469
85033,-10.49,-65.21,130
85041,-11.02,-68.47,235
85043,-11.00,-66.07,141
85104,-13.04,-64.49,140
85109,-13.18,-64.42,140
85114,-13.20,-64.07,140
85123,-13.46,-65.26,144
85140,-14.19,-67.23,140
85141,-14.28,-67.34,204
85151,-14.44,-68.30,1415
85152,-14.52,-66.52,194
85153,-14.55,-65.36,160
85154,-14.49,-64.55,155
85175,-15.43,-63.06,247
85195,-16.16,-62.28,534
85196,-16.09,-62.01,497
85201,-16.31,-68.11,4038
85207,-16.23,-60.58,413
85210,-16.20,-58.23,124
85223,-17.25,-66.11,2548
85230,-17.35,-69.36,4054
85242,-17.58,-67.04,3072
85244,-17.38,-63.08,373
85245,-17.48,-63.11,418
85247,-17.48,-60.44,284
85264,-18.28,-64.06,1998
85268,-18.19,-59.46,276
85283,-19.01,-65.18,2904
85289,-18.59,-57.49,134
85293,-19.33,-65.44,3935
85312,-19.47,-63.55,992
85315,-20.00,-63.32,798
85345,-21.15,-63.27,398
85364,-21.33,-64.42,1854
85365,-21.57,-63.39,645
85394,-22.46,-64.19,381
85406,-18.21,-70.20,55
85418,-20.32,-70.11,48
85432,-22.30,-68.54,2282
85442,-23.27,-70.26,113
85467,-27.16,-70.46,210
85469,-27.10,-109.26,172
85488,-29.55,-71.12,142
85574,-33.24,-70.48,481
85577,-33.27,-70.41,520
85585,-33.38,-78.50,29
85586,-33.39,-71.37,73
85629,-34.58,-71.13,232
85672,-36.35,-72.02,156
85682,-36.47,-73.04,17
85743,-38.46,-72.38,92
85766,-39.39,-73.05,18
85782,-40.36,-73.04,61
85799,-41.26,-73.06,84
85832,-43.11,-71.51,317
85834,-43.34,-74.50,45
85864,-45.36,-72.07,302
85874,-45.55,-71.42,516
85886,-46.35,-71.42,305
85889,-46.48,-75.38,46
85892,-47.15,-72.35,182
85896,-52.23,-75.07,56
85930,-52.23,-75.06,52
85934,-53.00,-70.51,38
85968,-54.56,-67.37,27
85972,-56.30,-68.44,11
86011,-19.32,-59.22,143
86033,-20.13,-58.10,82
86065,-22.33,-61.33,206
86068,-22.01,-60.37,167
86086,-22.17,-57.56,78
86097,-23.38,-55.50,563
86128,-23.30,-58.47,98
86134,-23.26,-57.25,98
86170,-24.45,-58.50,89
86185,-24.05,-57.05,81
86192,-24.40,-56.27,183
86210,-24.02,-54.21,297
86218,-25.14,-57.31,83
86221,-25.38,-57.08,116
86233,-25.45,-56.26,263
86234,-25.29,-56.23,159
86246,-25.27,-54.50,247
86255,-26.53,-58.19,58
86260,-26.40,-57.08,131
86268,-26.11,-56.21,142
86285,-26.50,-55.20,263
86294,-27.12,-55.47,228
86297,-27.18,-55.54,90
86315,-30.17,-57.36,54
86330,-30.24,-56.31,121
86350,-30.54,-55.33,243
86360,-31.26,-57.59,42
86370,-31.43,-56.00,135
86430,-32.21,-58.02,61
86440,-32.21,-54.12,102
86450,-32.41,-57.39,81
86460,-32.48,-56.32,76
86490,-33.15,-58.04,18
86500,-33.13,-54.23,47
86530,-33.21,-56.30,93
86545,-34.05,-56.14,68
86560,-34.27,-57.46,20
86565,-34.30,-54.19,19
86575,-34.47,-56.16,51
86580,-34.50,-56.01,34
86585,-34.52,-56.12,17
86586,-34.52,-55.06,34
86606,-10.39,-51.34,239
86607,-10.11,-48.18,282
86609,-10.43,-43.39,504
86610,-10.27,-41.12,639
86611,-10.27,-40.09,550
86612,-10.59,-39.37,317
86613,-10.32,-39.00,434
