station,latitude [degree],longitude [degree],height of station ground above mean sea level [m]
16058,44.56,6.49,1401
16059,45.12,7.39,287
16060,45.08,7.37,278
16061,45.02,7.44,710
16064,45.32,8.40,175
16066,45.38,8.43,212
16067,45.39,8.49,239
16068,45.07,8.27,121
16073,45.52,9.04,1323
16076,45.40,9.42,237
16080,45.27,9.17,103
16081,45.28,9.15,109
16084,44.55,9.44,138
16088,45.25,10.17,97
16089,45.28,10.33,66
16090,45.23,10.52,68
16098,45.41,12.06,42
16099,45.39,12.11,23
16101,45.26,12.23,6
16105,45.30,12.21,6
16107,45.46,12.51,3
16108,45.50,13.28,11
16110,45.41,13.45,4
16111,44.15,8.12,1383
16114,44.23,7.50,560
16115,44.11,7.34,1234
16117,44.33,7.38,387
16119,44.33,8.56,488
16120,44.25,8.50,3
16121,44.25,8.55,46
16122,44.03,8.08,49
16123,44.20,9.21,31
16124,44.28,9.56,1040
16125,44.05,9.59,10
16126,44.33,8.56,489
16129,44.04,9.49,522
16130,44.49,10.18,52
16131,44.41,10.19,181
16132,44.32,11.17,53
16133,44.49,11.37,11
16134,44.12,10.42,2173
16135,44.02,11.00,1315
16138,44.49,11.37,9
16140,44.32,11.18,37
16141,44.49,12.15,4
16143,44.53,10.52,22
16146,44.26,12.18,6
16147,44.12,12.04,32
16148,44.14,12.18,10
16149,44.01,12.37,13
16150,43.52,8.02,60
16153,43.57,8.10,221
16154,43.26,9.54,259
16155,43.03,9.51,27
16158,43.41,10.24,6
16168,42.23,11.10,631
16170,43.49,11.12,38
16171,43.47,11.13,19
16172,43.28,11.51,249
16179,43.31,12.44,574
16181,43.06,12.31,204
16182,43.06,12.30,206
16190,43.37,13.32,143
16191,43.37,13.22,15
16192,43.26,13.36,198
16197,42.44,10.24,397
16198,42.44,10.24,398
16204,42.54,11.46,828
16206,42.45,11.04,7
16210,42.00,12.01,13
16214,42.02,11.50,4
16216,42.26,12.03,308
16217,42.28,12.21,76
16218,42.26,12.03,311
16219,42.28,12.59,1875
16224,42.05,12.13,266
16226,42.23,13.20,670
16227,41.59,13.36,651
16230,42.26,14.11,11
16231,42.25,14.13,181
16232,42.00,15.00,44
16233,41.59,12.44,91
16234,42.00,12.44,89
16235,41.57,12.30,24
16238,41.52,12.33,54
16239,41.48,12.35,105
16242,41.48,12.14,3
16243,41.33,12.55,26
16244,41.39,13.18,185
16245,41.39,12.27,22
16247,41.33,12.55,27
16249,41.15,13.07,4
16252,41.34,14.39,807
16253,41.04,14.05,10
16258,41.42,15.57,848
16261,41.32,15.43,60
16263,41.03,15.14,1093
16266,41.53,16.10,5
16270,41.08,16.46,49
16271,41.07,16.53,12
16280,40.55,12.57,185
16288,41.04,14.19,63
16289,40.53,14.17,72
16294,40.33,14.12,161
16310,40.01,15.17,185
16312,40.46,16.56,352
16314,40.41,16.39,498
16316,40.05,16.01,896
16317,40.05,16.01,897
16318,40.39,17.12,415
16320,40.39,17.57,10
16325,40.25,16.53,12
16332,40.14,18.08,53
16333,40.14,18.08,49
16334,40.07,18.31,81
16336,39.35,15.53,486
16337,39.35,15.53,485
16342,39.24,17.09,5
16344,39.20,16.24,1677
16350,39.00,17.05,161
16360,39.49,18.21,112
16362,38.54,16.15,16
16364,38.45,16.22,998
16365,38.54,16.36,334
16400,38.42,13.11,243
16405,38.11,13.06,34
16409,38.07,13.19,122
16415,38.35,14.52,47
16416,38.48,15.14,77
16420,38.12,15.33,54
16422,38.04,15.39,21
16429,37.55,12.29,9
16434,37.43,13.26,1035
16436,37.31,13.08,126
16442,37.59,14.02,999
16450,37.34,14.17,1003
16453,37.05,14.13,69
16459,37.24,14.55,29
16460,37.28,15.04,17
16464,37.04,15.17,3
16465,36.58,14.57,640
16469,37.56,16.04,119
16470,36.49,11.58,198
16480,36.41,15.08,51
16490,35.30,12.37,20
16504,40.50,8.24,8
16520,40.38,8.17,40
16522,40.34,8.10,204
16524,40.15,8.44,587
16531,40.54,9.31,13
16539,39.44,8.28,95
16542,39.30,9.38,5
16543,39.30,9.38,5
16546,39.21,8.58,24
16549,39.08,8.19,13
16550,39.56,9.43,150
16560,39.15,9.04,2
16564,39.06,9.31,118
16570,38.59,8.40,52
16597,35.51,14.29,91
16599,35.51,14.30,78
16606,41.05,23.32,35
16613,40.48,21.26,621
16614,40.27,21.16,658
16622,40.32,22.58,4
16624,40.55,24.37,5
16627,40.51,25.57,5
16632,40.17,21.50,623
16641,39.36,19.55,2
16642,39.42,20.49,476
16643,38.55,20.46,3
16645,39.33,21.46,116
16648,39.39,22.28,73
16650,39.55,25.14,4
16654,39.10,21.00,11
16665,39.13,22.48,14
16667,39.03,26.36,5
16672,38.36,21.21,24
16674,38.23,23.06,110
16675,38.53,22.26,14
16682,37.55,21.17,12
16684,38.58,24.29,22
16685,38.07,20.30,22
16687,38.09,21.25,13
16689,38.15,21.44,3
16699,38.20,23.34,142
16701,38.03,23.45,138
16706,38.21,26.09,4
16710,37.31,22.24,655
16715,38.06,23.47,227
16716,37.53,23.45,45
16717,37.59,23.34,2
16718,38.04,23.33,21
16719,37.45,20.53,4
16723,37.41,26.55,11
16726,37.04,22.01,8
16732,37.06,25.22,12
16734,36.50,21.42,53
16738,36.44,24.26,168
16741,37.55,23.56,73
16742,36.48,27.05,129
16743,36.09,22.59,168
16744,36.24,25.28,36
16746,35.32,24.09,149
16749,36.24,28.05,11
16754,35.20,25.11,40
16756,35.00,25.44,13
16757,35.13,26.06,28
16758,35.21,24.31,7
16759,35.04,24.46,7
16760,35.11,25.20,351
16765,35.26,27.09,19
17020,41.37,32.21,33
17022,41.27,31.47,137
17024,41.59,33.46,64
17026,42.02,35.09,32
17030,41.21,36.15,4
17031,41.15,36.33,7
17033,40.59,37.53,4
17034,40.55,38.23,37
17038,41.00,39.47,34
17040,41.02,40.30,9
17042,41.24,41.26,33
17045,41.11,41.49,628
17046,41.07,42.43,1829
17050,41.41,26.33,51
17052,41.44,27.13,232
17056,40.58,27.30,3
17059,41.15,29.02,30
17060,40.58,28.49,33
17061,41.09,29.03,58
17062,40.54,29.09,18
17063,40.54,29.18,99
17067,40.44,29.48,18
17068,40.44,30.05,70
17069,40.46,30.24,30
17070,40.44,31.36,743
17072,40.51,31.09,146
17074,41.22,33.47,800
17078,41.12,32.38,259
17080,40.36,33.37,751
17082,40.50,35.32,535
17084,40.33,34.56,776
17085,40.39,35.51,412
17086,40.20,36.33,608
17088,40.28,39.28,1219
17089,40.15,40.14,1584
17090,39.45,37.00,1285
17092,39.43,39.31,1154
17096,39.57,41.11,1758
17098,40.34,43.07,1795
17099,39.44,43.03,1632
17100,39.55,44.03,858
17109,40.12,25.53,19
17111,39.50,26.04,30
17112,40.08,26.24,6
17115,40.19,27.58,42
17116,40.14,29.01,100
17118,40.15,29.34,238
17119,40.40,29.17,4
17120,40.09,29.58,539
17124,39.47,30.35,786
17127,40.05,32.34,840
17128,40.07,33.00,959
17129,39.57,32.41,806
17130,39.57,32.53,891
17131,39.56,32.44,823
17135,39.51,33.31,748
17140,39.49,34.49,1298
17145,39.35,27.01,21
17150,39.37,27.55,102
17155,39.25,29.59,969
17160,39.10,34.09,1007
17162,39.11,36.05,1171
17165,39.06,39.32,981
17170,38.28,43.20,1671
17175,39.18,26.42,4
17180,39.04,26.53,3
17184,38.55,27.49,93
17185,38.41,29.28,874
17186,38.37,27.24,71
17188,38.41,29.24,919
17189,38.44,30.36,1001
17190,38.44,30.34,1034
17191,38.39,32.55,969
17192,38.22,34.00,961
17193,38.37,34.42,1260
17195,38.46,35.29,1054
17197,38.21,38.15,931
17199,38.21,38.19,948
17200,38.26,38.06,849
17202,38.36,39.18,881
17203,38.53,40.30,1177
17204,38.45,41.30,1320
17205,38.29,42.18,1665
17210,37.56,41.56,896
17218,38.31,27.01,5
17219,38.18,27.09,120
17220,38.24,27.05,29
17221,38.18,26.22,5
17232,37.52,27.16,22
17234,37.51,27.51,56
17237,37.46,29.06,425
17238,37.43,30.18,967
17239,38.22,31.26,1002
17240,37.47,30.34,997
17241,37.51,30.22,870
17244,37.59,32.34,1031
17246,37.12,33.13,1023
17248,37.32,34.03,1044
17250,37.58,34.41,1210
17255,37.36,36.56,572
17260,36.57,37.28,701
17262,36.43,37.07,638
17265,37.45,38.17,672
17270,37.10,38.47,549
17271,37.27,38.54,822
17272,37.06,38.51,452
17275,37.19,40.44,1050
17280,37.54,40.12,674
17282,37.53,41.07,540
17285,37.34,43.44,1728
17289,37.14,27.40,11
17290,37.02,27.26,26
17291,37.15,27.39,11
17292,37.13,28.22,646
17295,36.43,28.47,5
17296,36.38,29.07,3
17297,36.43,27.42,28
17298,36.50,28.15,16
17300,36.52,30.44,64
17302,36.52,30.42,47
17310,36.33,31.59,6
17320,36.05,32.50,4
17330,36.23,33.56,15
17340,36.47,34.36,3
17350,37.00,35.25,66
17352,36.59,35.18,20
17355,37.06,36.15,94
17370,36.36,36.09,4
17372,36.12,36.09,100
17375,36.18,30.09,2
17380,36.12,29.39,153
17600,34.43,32.29,8
17601,34.36,32.59,26
17607,35.08,33.24,162
17609,34.52,33.37,12
20046,80.38,58.04,25
20069,79.29,76.59,10
20087,79.33,90.34,8
20094,79.17,101.37,26
20107,78.03,14.13,76
20292,77.43,104.18,15
20353,76.57,68.33,9
20471,75.57,82.57,12
20476,75.24,88.55,11
20667,73.20,70.04,6
20674,73.31,80.24,46
20744,72.22,52.43,15
20871,71.53,82.42,5
20891,71.59,102.28,33
20946,70.27,59.05,12
20967,70.10,72.31,18
20978,70.05,83.10,29
20982,70.58,94.30,40
21432,76.00,137.52,15
21535,74.40,138.54,15
21608,73.13,113.30,13
21636,73.20,139.52,24
21711,73.00,119.52,15
21721,72.24,126.21,20
21802,71.58,114.05,17
21813,71.55,123.34,27
21821,72.00,129.07,16
21824,71.35,128.55,7
21908,70.08,113.58,62
21921,70.41,127.24,33
21931,70.46,136.13,24
21937,70.02,135.40,92
21946,70.37,147.53,61
21978,70.05,170.56,6
21982,70.59,-178.39,5
22003,69.56,31.59,8
22004,69.25,30.13,92
22012,69.43,33.06,11
22028,69.12,35.06,30
22100,68.33,28.56,115
22101,68.58,28.47,101
22105,68.21,30.43,90
22106,68.36,31.48,63
22113,68.57,33.03,51
22127,68.00,35.02,162
22133,68.49,37.20,64
22140,68.09,39.45,12
22165,68.39,43.17,49
22193,68.47,49.18,7
22212,67.57,32.55,132
22213,67.33,33.22,134
22217,67.10,32.21,25
22235,67.21,37.03,157
22249,67.08,39.40,151
22271,67.53,44.10,8
22282,67.48,46.39,6
22292,67.41,48.41,4
22305,66.15,31.07,119
22312,66.41,32.53,18
22324,66.41,34.21,40
22334,66.20,36.01,4
22349,66.11,39.31,9
22361,66.43,42.29,16
22365,66.25,43.16,20
22383,66.44,47.43,14
22408,65.13,31.09,120
22413,65.47,33.56,80
22422,65.54,34.46,12
22429,65.02,35.42,7
22438,65.12,36.49,17
22446,65.28,39.44,77
22456,65.23,41.53,69
22471,65.52,44.12,19
22481,65.46,46.12,42
22520,64.59,34.48,8
22525,64.34,34.55,9
22529,64.14,35.53,5
22541,64.50,38.24,5
22546,64.33,39.46,8
22550,64.30,40.44,8
22551,64.51,40.17,3
22559,64.13,41.40,12
22563,64.42,43.23,31
22573,64.54,45.46,71
22583,64.45,47.39,64
22602,63.50,30.49,182
22619,63.16,33.25,130
22621,63.46,34.17,112
22638,63.20,36.43,183
22641,63.54,38.07,13
22648,63.07,39.14,36
22656,63.29,41.48,18
22671,64.01,44.27,65
22676,63.35,45.38,62
22686,63.27,47.54,80
22695,63.27,48.55,122
22717,62.06,32.23,156
22721,62.55,34.26,81
22727,62.10,34.18,38
22749,62.08,39.18,101
22762,62.50,42.48,31
22768,62.06,42.54,45
22778,62.14,45.01,58
22798,62.10,49.07,92
22802,61.43,30.43,19
22805,61.22,30.53,16
22820,61.49,34.16,111
22829,61.01,35.29,41
22831,61.48,36.35,48
22837,61.01,36.28,56
22845,61.30,38.56,126
22854,61.41,40.12,233
22867,61.04,42.04,91
22869,61.08,43.21,117
22876,61.33,45.56,60
22887,61.14,46.41,56
22889,61.07,48.00,70
22891,60.33,30.19,70
22892,60.43,28.44,13
22897,60.13,29.00,11
22912,60.59,32.59,12
22913,60.43,33.33,23
22917,60.07,32.19,9
22925,60.38,34.47,111
22939,60.01,37.46,131
22951,60.59,40.15,227
22954,60.29,40.11,201
22974,60.25,44.13,136
22981,60.47,46.16,99
22983,60.42,47.36,84
22996,60.22,49.39,152
23022,69.47,61.39,48
23032,69.43,66.49,26
23058,69.06,76.51,3
23078,69.21,88.16,65
23112,68.48,57.59,7
23114,68.32,55.30,7
23174,68.40,86.15,41
23179,68.06,87.46,94
23205,67.38,53.01,12
23207,67.02,51.08,18
23219,67.03,59.25,84
23226,67.30,63.58,172
23242,67.41,72.53,12
23256,67.28,78.44,28
23274,67.28,86.34,28
23305,66.15,52.34,22
23324,66.28,60.45,62
23330,66.32,66.40,16
23339,66.02,68.40,36
23345,66.37,72.54,7
23358,66.04,76.30,62
23376,66.56,88.22,101
23383,66.56,93.30,278
23405,65.26,52.16,79
23412,65.59,56.54,79
23418,65.08,57.08,59
23426,65.24,64.42,19
23431,65.50,65.55,17
23443,65.51,74.30,52
23445,65.29,72.41,19
23453,65.58,78.26,24
23463,65.59,84.20,40
23465,65.42,82.27,25
23471,60.55,76.36,55
23472,65.48,87.59,38
23499,64.57,98.52,203
23503,65.02,53.58,52
23518,64.16,57.37,75
23527,64.17,60.53,29
23552,64.55,77.46,27
23578,64.14,87.34,30
23589,64.12,93.48,106
23606,63.35,53.48,137
23625,63.39,62.06,28
23631,63.55,65.32,32
23635,63.40,69.36,86
23656,63.23,78.19,67
23657,63.11,75.17,131
23662,64.00,82.03,35
23678,63.09,87.58,45
23699,62.43,101.07,230
23701,63.00,50.54,103
23708,62.14,52.29,120
23711,62.42,56.11,136
23724,62.26,60.52,51
23734,62.27,66.03,72
23741,62.45,71.40,86
23748,62.12,74.32,68
23758,62.09,77.19,69
23774,62.29,86.17,60
23776,62.28,89.00,57
23788,62.19,92.07,62
23803,61.41,53.41,143
23804,61.41,50.47,119
23812,61.50,56.52,131
23823,61.57,64.54,111
23847,61.18,71.18,33
23849,61.21,73.24,56
23862,61.32,82.25,71
23867,61.06,80.15,57
23884,61.35,90.02,58
23891,61.40,96.22,262
23909,60.17,54.21,198
23914,60.24,56.31,207
23921,60.41,60.27,94
23929,60.19,64.13,53
23933,61.02,69.07,44
23939,60.20,68.58,32
23946,60.30,74.01,48
23947,60.04,71.29,55
23955,60.26,77.52,49
23973,61.02,89.37,49
23975,60.21,88.22,86
23982,61.01,93.26,122
23986,60.22,93.01,511
23987,60.15,90.12,58
23992,60.43,97.31,178
24076,69.20,139.40,284
24125,68.30,112.26,220
24136,68.37,118.20,77
24143,68.44,124.00,39
24194,68.33,146.13,41
24219,67.08,108.32,236
24261,67.48,130.23,491
24263,67.39,134.41,214
24266,67.34,133.24,136
24322,66.44,112.26,501
24329,66.15,114.17,236
24338,66.02,117.24,304
24343,66.46,123.24,92
24361,66.46,131.36,200
24371,66.48,136.41,274
24382,66.27,143.14,196
24449,65.18,124.10,73
24462,65.18,130.00,777
24477,65.18,135.48,675
24507,64.16,100.13,191
24525,64.36,112.31,251
24538,64.14,116.55,139
24557,64.17,126.27,85
24585,64.33,143.07,519
24588,64.03,141.53,590
24606,63.35,103.57,211
24639,63.17,118.20,119
24641,63.47,121.37,111
24643,63.57,124.50,77
24644,63.27,120.19,115
24652,63.58,127.28,96
24656,63.31,129.29,79
24661,64.00,130.18,208
24668,63.19,132.01,91
24671,63.57,135.52,402
24679,63.13,139.36,1288
24684,63.20,141.44,777
24688,63.15,143.09,740
24691,63.50,145.36,801
24713,62.53,108.26,246
24724,63.02,112.29,422
24725,62.32,111.14,260
24726,62.32,113.52,357
24737,62.16,116.09,139
24738,62.09,117.39,138
24739,62.17,119.51,308
24753,62.44,129.40,90
24758,62.16,127.04,231
24763,62.49,134.26,115
24768,62.02,132.36,186
24771,62.47,136.51,289
24790,62.47,148.10,655
24802,61.44,102.48,358
24807,61.20,100.29,332
24817,61.16,108.01,291
24826,61.37,114.37,354
24843,61.55,124.33,199
24856,61.29,129.09,121
24871,61.52,135.30,141
24894,61.51,147.40,839
24898,61.07,149.38,575
24908,60.20,102.18,260
24918,60.03,108.05,295
24923,60.43,114.53,241
24928,60.16,111.44,299
24933,60.57,119.18,249
24944,60.24,120.25,230
24951,60.49,125.19,131
24959,62.01,129.43,101
24962,60.54,131.59,146
24966,60.23,134.27,170
24967,60.28,130.00,171
24975,60.22,137.30,385
24982,60.43,142.47,398
24988,60.05,142.20,198
25017,69.10,154.30,16
25034,69.37,162.18,23
25042,69.55,167.58,14
25044,69.30,166.35,5
25051,69.42,170.15,5
25062,69.53,175.46,3
25121,68.44,158.43,12
25123,68.45,161.17,28
25129,68.09,161.10,8
25138,68.07,164.10,94
25147,68.03,166.27,280
25151,68.53,170.47,5
25206,67.27,153.43,21
25248,67.15,167.58,354
25282,67.50,-175.50,5
25335,66.32,164.17,286
25356,66.23,173.20,77
25378,66.21,-179.07,26
25399,66.10,-169.50,7
25400,65.44,150.54,43
25428,65.14,160.32,260
25469,65.11,176.46,19
25503,64.45,153.58,99
25538,64.13,164.14,326
25551,64.41,170.25,26
25561,64.52,174.25,8
25563,64.47,177.34,61
25594,64.23,-173.14,40
25627,63.18,158.30,709
25648,63.12,167.51,44
25677,63.01,179.17,5
25700,62.48,150.40,312
25703,62.55,152.25,210
25705,62.27,152.19,260
25707,62.06,150.41,349
25715,62.31,155.48,500
25745,62.28,166.13,40
25767,62.03,175.17,13
25808,61.08,152.23,708
25820,61.55,159.13,12
25904,60.36,150.42,522
25913,59.33,150.47,116
25916,58.50,151.21,65
25919,59.06,153.20,13
25922,60.43,155.53,33
25927,59.39,154.16,5
25932,60.41,160.24,30
25941,60.44,163.01,14
25956,60.26,169.40,5
26029,59.23,24.02,24
26038,59.24,24.36,34
26045,59.31,26.32,4
26046,59.20,27.24,74
26058,59.23,28.07,30
26059,59.22,28.36,19
26063,59.58,30.18,6
26067,59.26,29.30,129
26069,59.21,30.08,90
26072,59.56,31.00,16
26078,59.21,31.14,39
26080,59.27,32.02,26
26094,59.39,33.33,61
26099,59.30,34.42,176
26115,58.55,22.04,8
26120,58.52,23.03,5
26124,58.57,23.49,25
26128,58.34,23.31,4
26134,58.58,24.44,54
26135,58.49,25.25,62
26141,59.08,26.14,122
26144,58.45,26.25,72
26145,58.52,26.57,34
26157,58.44,27.50,41
26167,58.34,29.48,91
26179,58.31,31.15,24
26214,58.23,21.49,7
26215,58.13,22.30,3
26218,57.55,22.03,4
26226,58.06,23.58,4
26227,57.47,23.16,3
26229,57.52,24.22,8
26231,58.25,24.28,13
26233,58.23,25.36,88
26238,57.53,25.22,69
26242,58.16,26.28,72
26247,57.47,26.02,66
26249,57.51,27.01,84
26258,57.49,28.20,44
26264,58.16,29.06,129
26268,57.49,29.57,65
26275,58.01,31.19,25
26285,58.16,32.32,63
26291,58.25,33.54,89
26298,57.53,34.02,187
26313,57.45,22.35,5
26314,57.24,21.32,3
26318,57.11,22.33,81
26324,57.20,23.07,6
26326,57.18,24.25,9
26335,57.19,25.20,123
26339,57.08,25.54,189
26346,57.26,27.02,199
26348,57.08,26.43,143
26359,57.01,28.54,108
26378,57.09,31.11,71
26381,57.39,32.28,61
26389,57.07,33.06,214
26393,57.32,34.33,169
26403,56.53,21.11,9
26406,56.29,21.01,5
26416,56.43,22.26,123
26422,56.57,24.07,7
26424,56.37,23.19,43
26425,56.33,23.58,6
26429,56.22,24.13,32
26435,56.39,25.08,81
26436,56.31,25.55,108
26446,56.33,27.17,158
26447,56.51,26.14,133
26456,56.43,28.43,99
26477,56.21,30.37,103
26479,56.29,31.38,187
26499,56.29,34.55,185
26501,56.21,22.19,67
26502,55.58,21.06,15
26503,56.10,21.10,19
26509,55.44,21.06,7
26515,55.59,22.15,152
26518,55.37,22.14,166
26524,55.57,23.20,107
26529,55.44,24.25,58
26531,56.12,24.46,62
26539,55.57,25.35,139
26544,55.52,26.37,99
26547,55.31,26.19,168
26554,55.49,27.56,132
26578,55.37,31.11,166
26585,55.50,32.56,222
26600,55.21,21.27,5
26603,55.18,21.00,3
26615,55.15,22.17,35
26620,55.24,23.52,77
26621,55.24,23.09,110
26629,54.53,23.50,77
26633,55.31,25.35,106
26634,55.16,24.46,73
26636,55.09,26.10,222
26643,55.22,27.27,131
26645,55.03,26.18,212
26653,55.28,28.45,133
26657,54.53,27.46,193
26659,54.53,28.42,174
26666,55.15,30.15,176
26668,54.48,29.41,176
26695,55.10,34.24,251
26702,54.44,20.33,21
26711,54.38,21.48,31
26713,54.39,22.48,59
26728,54.14,23.31,134
26730,54.38,25.06,156
26732,54.38,25.17,196
26737,54.15,24.33,111
26759,54.16,28.30,189
26763,54.30,30.27,185
26774,54.18,30.57,205
26781,54.45,32.04,238
26784,54.25,32.26,201
26795,54.25,34.01,238
26825,53.36,24.03,149
26832,53.54,25.19,157
26850,53.56,27.38,224
26853,53.50,29.00,154
26855,53.30,28.08,177
26863,53.57,30.06,193
26864,53.30,29.19,155
26878,53.27,31.00,170
26882,53.56,32.50,224
26887,53.22,32.04,167
26894,53.32,33.45,177
26898,53.15,34.19,216
26941,53.08,25.58,193
26951,53.03,27.33,162
26961,53.13,29.08,156
26966,52.54,30.03,142
26976,53.01,31.36,148
26997,52.35,33.46,178
27008,59.24,35.55,137
27020,59.57,38.36,120
27026,59.37,39.10,133
27037,59.19,39.56,130
27051,59.59,42.46,135
27066,59.32,45.28,143
27083,59.51,48.17,180
27097,59.23,48.59,213
27106,58.51,36.26,125
27108,58.34,35.38,147
27113,59.17,38.01,117
27164,58.49,44.19,151
27176,58.56,46.46,159
27199,58.34,49.34,158
27208,57.48,35.54,142
27215,58.02,37.06,167
27223,58.29,39.08,118
27225,58.06,38.41,105
27242,58.29,41.32,103
27243,58.23,42.22,132
27252,58.21,43.23,144
27271,58.22,45.32,125
27277,57.51,45.46,136
27281,58.18,47.07,166
27283,58.18,48.21,127
27296,58.06,49.55,177
27316,57.20,37.34,138
27321,57.30,38.18,122
27329,57.12,39.25,101
27333,57.44,40.47,126
27346,57.25,42.11,128
27347,56.57,40.58,126
27355,57.20,43.07,132
27369,57.08,45.10,110
27373,57.40,46.38,175
27393,57.33,49.57,134
27402,56.53,35.52,146
27417,56.21,36.45,167
27428,56.24,38.45,185
27441,56.51,41.24,99
27453,56.41,43.26,103
27459,56.16,44.00,157
27462,56.44,44.31,118
27479,56.20,46.35,107
27480,56.59,47.19,104
27485,56.38,47.47,120
27491,57.00,48.44,143
27502,56.01,35.56,199
27507,55.31,35.02,196
27509,55.31,36.00,185
27511,55.54,36.49,163
27523,55.46,38.41,132
27532,56.07,40.21,172
27539,55.36,40.39,136
27549,55.36,42.02,115
27577,55.32,45.30,125
27581,56.05,47.20,163
27587,55.31,47.28,183
27593,56.05,49.52,153
27595,55.44,49.12,119
27606,55.01,36.29,197
27611,55.23,36.42,193
27612,55.50,37.37,157
27618,54.56,37.28,166
27625,55.08,38.44,114
27627,54.50,38.09,221
27643,55.20,42.07,114
27648,54.57,41.46,136
27653,55.22,43.47,124
27665,55.02,44.30,219
27675,55.11,46.20,136
27679,54.49,46.35,180
27697,54.57,48.47,157
27703,54.33,36.22,199
27707,54.06,35.21,238
27719,54.14,37.37,205
27729,54.14,39.02,173
27730,54.38,39.42,157
27736,54.18,40.53,99
27745,54.22,41.56,115
27752,54.38,43.14,139
27756,54.26,43.46,188
27758,54.05,43.15,198
27760,54.08,45.15,201
27776,54.29,46.42,100
27785,54.19,48.20,129
27786,54.19,48.20,129
27799,54.14,49.36,73
27817,53.23,36.32,201
27821,54.00,38.08,231
27823,53.47,39.15,209
27835,53.43,40.07,127
27848,53.27,41.48,142
27857,53.29,42.38,131
27858,53.20,43.19,261
27872,53.51,46.25,175
27894,53.36,48.50,143
27906,52.56,36.00,196
27921,53.09,38.07,215
27928,52.38,38.31,167
27930,52.42,39.31,177
27935,52.53,40.29,158
27944,52.44,41.28,161
27947,52.48,41.20,128
27955,52.58,43.24,206
27957,52.40,42.43,169
27962,53.07,45.01,172
27972,53.03,46.26,253
27981,53.09,47.31,99
27983,53.11,48.24,103
27995,52.59,49.26,45
28009,59.21,52.15,169
28044,59.36,60.32,130
28049,59.26,62.20,131
28064,59.38,65.43,72
28076,59.36,69.17,57
28097,59.35,73.17,60
28116,59.01,54.39,186
28128,58.46,56.12,123
28138,58.31,58.51,464
28144,58.52,60.47,126
28165,58.43,66.05,81
28202,58.21,51.34,178
28214,58.08,52.35,170
28216,58.05,54.41,226
28224,58.00,56.20,171
28234,58.07,57.47,226
28238,57.50,58.39,245
28240,57.53,60.04,260
28248,57.52,61.42,130
28255,58.03,63.41,103
28264,58.03,65.21,60
28275,58.09,68.15,47
28302,57.45,51.30,183
28307,57.07,50.00,117
28319,57.05,54.45,131
28321,57.43,55.23,163
28326,57.25,56.56,150
28334,57.21,58.13,244
28346,57.22,61.55,154
28359,57.04,64.40,90
28366,57.25,67.05,52
28367,57.07,65.26,102
28382,57.41,71.11,56
28383,57.31,72.24,67
28409,56.26,52.12,169
28411,56.50,53.27,156
28418,56.28,53.44,133
28419,56.17,54.58,99
28428,56.30,56.08,148
28434,56.39,57.47,206
28440,56.50,60.38,281
28445,56.44,61.04,288
28449,56.26,61.52,173
28451,56.51,62.43,127
28455,56.43,63.46,106
28456,56.31,64.39,114
28465,56.41,66.21,61
28481,56.49,70.37,78
28491,56.56,72.40,87
28493,56.54,74.23,73
28502,56.14,51.02,84
28506,55.46,52.03,91
28517,55.43,53.04,112
28522,56.07,56.34,207
28533,56.03,59.35,321
28537,55.43,57.54,338
28541,56.05,60.18,399
28552,56.04,63.39,89
28573,56.06,69.26,82
28586,55.52,72.13,118
28588,55.34,71.22,126
28593,56.06,74.37,77
28598,55.36,73.29,81
28612,55.19,53.11,79
28615,55.11,53.47,125
28621,55.24,55.33,186
28629,54.55,56.59,155
28630,55.10,59.40,537
28645,55.09,61.18,237
28655,55.14,63.19,178
28659,54.55,64.26,158
28666,55.15,67.18,140
28668,54.46,66.00,152
28676,54.48,69.07,101
28688,54.56,71.16,126
28696,55.01,74.36,110
28698,55.01,73.23,122
28704,54.30,50.25,77
28705,54.25,51.06,158
28710,54.04,54.56,124
28711,54.38,52.48,304
28712,54.36,53.43,134
28719,54.01,54.09,356
28722,54.43,55.49,104
28741,54.33,60.18,319
28748,54.05,61.37,192
28756,54.28,64.52,117
28766,54.22,66.59,151
28786,54.21,71.46,125
28791,54.38,72.26,115
28797,54.12,72.58,125
28799,54.10,74.48,115
28806,53.37,52.27,92
28807,53.15,50.27,40
28825,53.36,55.56,137
28831,53.58,58.21,568
28833,53.53,59.12,403
28838,53.21,59.05,384
28867,53.20,65.31,216
28879,53.19,69.23,229
28900,53.15,50.13,139
28908,52.37,51.17,88
28909,52.49,52.13,80
28916,52.56,54.45,190
28925,52.56,55.55,180
28941,53.03,60.40,300
28952,53.14,63.44,170
28966,52.49,66.57,227
28978,52.32,68.45,398
28984,52.56,70.12,395
29023,59.51,81.57,76
29059,59.26,89.17,102
29068,59.31,90.56,67
29111,59.13,78.14,69
29122,59.04,80.51,57
29128,58.42,81.29,58
29203,58.35,76.31,80
29209,57.49,77.13,100
29231,58.19,82.57,75
29253,58.27,89.28,134
29263,58.27,92.12,79
29274,58.05,93.10,90
29276,58.11,94.44,170
29282,58.23,97.27,134
29313,57.34,79.26,95
29328,57.00,82.04,110
29332,57.35,83.46,112
29348,57.04,86.13,114
29363,57.38,92.16,179
29367,56.58,90.41,181
29374,57.40,93.15,93
29379,57.12,94.33,165
29393,57.39,99.32,221
29418,56.20,78.22,127
